Timestamp,Temperature,Humidity,Wind_Speed_kmh,Soil_Moisture,Soil_Temperature,Wind_Dir_Sin,Wind_Dir_Cos,Precipitation_log,ts_unix,ts_norm,hour_sin,hour_cos,doy_sin,doy_cos,dow_sin,dow_cos,delta_t,delta_t_norm
2024-06-13 15:30:00,10.617,62.633,0.96,8416.0,9.37,0.3310579281875934,-0.9436104324265063,0.0,1718292600,-1.267297880020779,-0.7933533402912349,-0.6087614290087209,0.2860778506893716,-0.95820637826355,0.43388373911755823,-0.900968867902419,1800.0,0.013807887937845714
2024-06-13 16:00:00,12.076,62.883,1.335,8389.333,10.318,0.44880437913682597,-0.8936300293004976,0.0,1718294400,-1.2666374850859061,-0.8660254037844384,-0.5000000000000004,0.2857341914186748,-0.958308912540375,0.43388373911755823,-0.900968867902419,1800.0,0.013807887937845714
2024-06-13 16:30:00,13.658,60.35,1.473,8373.333,11.35,0.4873568112241507,-0.8732029194599773,0.0,1718296200,-1.2659770901510334,-0.9238795325112868,-0.3826834323650895,0.28539049539828293,-0.9584113235643257,0.43388373911755823,-0.900968867902419,1800.0,0.013807887937845714
2024-06-13 17:00:00,15.323,55.117,1.357,8368.0,12.538,0.6648002116183834,-0.7470212036027843,0.0,1718298000,-1.2653166952161607,-0.9659258262890683,-0.25881904510252063,0.2850467626724,-0.9585136113222308,0.43388373911755823,-0.900968867902419,1800.0,0.013807887937845714
2024-06-13 17:30:00,16.785,52.967,1.81,8352.0,13.703,0.46689604502197934,-0.8843122090884157,0.0,1718299800,-1.264656300281288,-0.9914448613738104,-0.13052619222005163,0.284702993285236,-0.9586157758009342,0.43388373911755823,-0.900968867902419,1800.0,0.013807887937845714
2024-06-13 18:00:00,18.525,46.217,1.443,8328.0,15.098,0.6360782202777638,-0.7716245833877201,0.0,1718301600,-1.2639959053464154,-1.0,-1.8369701987210297e-16,0.284359187281004,-0.9587178169872963,0.43388373911755823,-0.900968867902419,1800.0,0.013807887937845714
2024-06-13 18:30:00,21.512,35.65,2.327,8296.0,21.038,0.44098899586817825,-0.8975125099535805,0.0,1718303400,-1.2633355104115425,-0.9914448613738105,0.13052619222005127,0.2840153447039226,-0.958819734868193,0.43388373911755823,-0.900968867902419,1800.0,0.013807887937845714
2024-06-13 19:00:00,23.835,30.717,2.703,8274.667,31.822,0.37998897910464835,-0.9249910138801388,0.0,1718305200,-1.2626751154766698,-0.9659258262890684,0.2588190451025203,0.2836714655982163,-0.958921529430516,0.43388373911755823,-0.900968867902419,1800.0,0.013807887937845714
2024-06-13 19:30:00,19.644,40.445,1.802,8460.454,14.23,-0.0336784847291133,-0.9994327189292689,-0.0,1718307000,-1.262014720541797,-0.923879532511287,0.38268343236508917,0.283327550008112,-0.9590232006611732,0.43388373911755823,-0.900968867902419,1800.0,0.013807887937845714
2024-06-13 20:00:00,19.934,39.029,1.642,8466.42,14.607,-0.25249157701515795,-0.9675990923602598,-0.0,1718308800,-1.2613543256069244,-0.8660254037844386,0.5000000000000001,0.2829835979778422,-0.9591247485470881,0.43388373911755823,-0.900968867902419,1800.0,0.013807887937845714
