Timestamp,Temperature,Humidity,Precipitation,Wind_Speed_kmh,Soil_Moisture,Soil_Temperature,Wind_Dir_Sin,Wind_Dir_Cos,hour_sin,hour_cos
2024-09-22 09:20:12,9.249622,97.405396,0.026906861,-0.57970035,8586.318,8.789957,0.052167773,-0.30826283,0,0
2024-09-22 10:20:12,9.245895,97.44511,0.02693204,-0.58158624,8586.625,8.789447,0.05242014,-0.30843878,0,0
2024-09-22 11:20:12,9.242213,97.48432,0.026956977,-0.5834323,8586.91,8.788909,0.05266559,-0.3086095,0,0
2024-09-22 12:20:12,9.238575,97.523056,0.026981674,-0.5852383,8587.175,8.788351,0.052904487,-0.3087747,0,0
2024-09-22 13:20:12,9.2349825,97.56133,0.027006142,-0.5870063,8587.42,8.78777,0.053137064,-0.30893493,0,0
2024-09-22 14:20:12,9.231435,97.59917,0.027030379,-0.5887373,8587.645,8.787167,0.05336356,-0.30909014,0,0
2024-09-22 15:20:12,9.227929,97.636536,0.027054401,-0.5904324,8587.852,8.786545,0.05358398,-0.30924058,0,0
2024-09-22 16:20:12,9.22447,97.6735,0.027078189,-0.5920924,8588.04,8.785907,0.053798676,-0.30938637,0,0
2024-09-22 17:20:12,9.221056,97.710045,0.027101776,-0.5937188,8588.212,8.7852545,0.054008007,-0.30952775,0,0
2024-09-22 18:20:12,9.217683,97.74618,0.027125167,-0.59531224,8588.366,8.784585,0.054211855,-0.30966496,0,0
2024-09-22 19:20:12,9.214355,97.78191,0.02714835,-0.5968744,8588.505,8.783902,0.054410696,-0.30979788,0,0
2024-09-22 20:20:12,9.211068,97.817276,0.027171332,-0.59840596,8588.628,8.78321,0.05460453,-0.30992675,0,0
2024-09-22 21:20:12,9.207824,97.85225,0.027194131,-0.59990776,8588.736,8.782502,0.054793596,-0.3100518,0,0
2024-09-22 22:20:12,9.204622,97.886856,0.02721673,-0.60138,8588.829,8.78179,0.054978013,-0.31017315,0,0
2024-09-22 23:20:12,9.201462,97.921104,0.027239164,-0.6028249,8588.909,8.781065,0.05515802,-0.3102907,0,0
2024-09-23 00:20:12,9.198343,97.95501,0.027261397,-0.60424256,8588.976,8.7803335,0.055333614,-0.3104049,0,0
2024-09-23 01:20:12,9.195266,97.98857,0.027283467,-0.60563403,8589.029,8.779597,0.055505157,-0.31051564,0,0
2024-09-23 02:20:12,9.192228,98.021805,0.027305372,-0.60700035,8589.071,8.7788515,0.055672646,-0.31062317,0,0
2024-09-23 03:20:12,9.18923,98.0547,0.027327104,-0.60834163,8589.101,8.778105,0.05583632,-0.31072748,0,0
2024-09-23 04:20:12,9.186271,98.0873,0.027348675,-0.60965884,8589.118,8.777352,0.0559963,-0.3108288,0,0
2024-09-23 05:20:12,9.183351,98.11959,0.027370084,-0.61095345,8589.125,8.776596,0.0561527,-0.31092697,0,0
2024-09-23 06:20:12,9.1804695,98.15156,0.027391333,-0.61222565,8589.122,8.775838,0.05630529,-0.3110224,0,0
2024-09-23 07:20:12,9.177628,98.18325,0.027412452,-0.6134757,8589.107,8.775078,0.056454897,-0.31111503,0,0
2024-09-23 08:20:12,9.174823,98.21467,0.027433392,-0.6147052,8589.084,8.774315,0.056601167,-0.31120503,0,0
2024-09-23 09:20:12,9.172051,98.24578,0.027454196,-0.6159142,8589.052,8.773552,0.056744218,-0.31129247,0,0
2024-09-23 10:20:12,9.16932,98.27663,0.027474858,-0.61710334,8589.01,8.772787,0.056884408,-0.3113773,0,0
2024-09-23 11:20:12,9.166625,98.30719,0.027495392,-0.61827344,8588.959,8.772025,0.0570215,-0.31145966,0,0
2024-09-23 12:20:12,9.163965,98.33751,0.02751576,-0.6194253,8588.9,8.771266,0.057155848,-0.3115399,0,0
2024-09-23 13:20:12,9.161341,98.36756,0.027536016,-0.6205587,8588.834,8.770508,0.057287574,-0.31161785,0,0
2024-09-23 14:20:12,9.158751,98.39736,0.027556108,-0.62167513,8588.76,8.769749,0.057416677,-0.31169355,0,0
2024-09-23 15:20:12,9.156196,98.426926,0.027576096,-0.62277424,8588.679,8.768995,0.05754316,-0.3117671,0,0
2024-09-23 16:20:12,9.153673,98.45624,0.02759595,-0.62385726,8588.59,8.768246,0.057667255,-0.31183863,0,0
2024-09-23 17:20:12,9.151185,98.48532,0.027615666,-0.62492424,8588.495,8.767497,0.057788968,-0.31190813,0,0
2024-09-23 18:20:12,9.148728,98.51416,0.027635276,-0.62597597,8588.393,8.766753,0.057908416,-0.31197572,0,0
2024-09-23 19:20:12,9.146306,98.54278,0.027654741,-0.627013,8588.285,8.766014,0.0580256,-0.31204152,0,0
2024-09-23 20:20:12,9.143916,98.57119,0.027674101,-0.6280352,8588.172,8.765279,0.058140874,-0.31210554,0,0
2024-09-23 21:20:12,9.141555,98.59938,0.027693331,-0.6290433,8588.053,8.764546,0.058253884,-0.3121677,0,0
2024-09-23 22:20:12,9.139226,98.62734,0.027712459,-0.6300382,8587.928,8.763823,0.058365107,-0.3122282,0,0
2024-09-23 23:20:12,9.136927,98.6551,0.027731454,-0.6310196,8587.799,8.763102,0.058474302,-0.3122871,0,0
2024-09-24 00:20:12,9.134661,98.682655,0.027750347,-0.6319883,8587.664,8.762388,0.05858147,-0.3123445,0,0
2024-09-24 01:20:12,9.1324215,98.71001,0.027769137,-0.6329445,8587.524,8.761679,0.05868721,-0.31240028,0,0
2024-09-24 02:20:12,9.130212,98.73716,0.027787786,-0.6338892,8587.381,8.760974,0.058790922,-0.3124547,0,0
2024-09-24 03:20:12,9.128032,98.764114,0.02780636,-0.63482165,8587.233,8.760278,0.058892965,-0.3125075,0,0
2024-09-24 04:20:12,9.125879,98.790886,0.027824823,-0.6357426,8587.081,8.759589,0.058993697,-0.312559,0,0
2024-09-24 05:20:12,9.123756,98.81746,0.027843159,-0.63665265,8586.926,8.758906,0.05909264,-0.31260931,0,0
2024-09-24 06:20:12,9.12166,98.84386,0.0278614,-0.6375523,8586.766,8.75823,0.059190035,-0.31265807,0,0
2024-09-24 07:20:12,9.119589,98.87008,0.027879538,-0.63844097,8586.603,8.757559,0.059286118,-0.31270576,0,0
2024-09-24 08:20:12,9.117548,98.896095,0.027897565,-0.63932014,8586.4375,8.756896,0.05938077,-0.31275225,0,0
2024-09-24 09:20:12,9.115532,98.921974,0.027915502,-0.6401887,8586.269,8.756242,0.05947399,-0.31279743,0,0
2024-09-24 10:20:12,9.113541,98.94765,0.027933322,-0.6410485,8586.096,8.755592,0.0595659,-0.31284153,0,0
2024-09-24 11:20:12,9.111575,98.97316,0.027951062,-0.6418988,8585.921,8.754949,0.0596565,-0.31288457,0,0
